"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
03a75cdf-60d4-4b8a-acaa-11f0a7a1342d,5cfcfc21-6656-4793-9e92-74acf5217267,72395.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Oloo - SOW 2,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
042afd3b-aa75-4651-a359-12aa1b29e87d,deeb2c26-c413-4160-b66e-8a5d26d91f08,29995.0,2022-10-17,"#N/A","#N/A",Closed,false,"#N/A",Gabtype - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
045fd8f9-d135-465d-adbe-85fa2789db63,3cfab1e7-cb13-4a47-903b-822d27dba560,75000.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Browsecat - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
047f20d3-ebd9-45ea-b78c-8a6f6de4b3f1,0c4d0cb0-2c02-4857-a39a-a258ebde6e77,18350.0,2023-01-29,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxworks - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0575f812-8706-4107-9118-fb3d7a1f5c8d,198079c9-7543-4b63-8305-5f32edde4c5f,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Voolith - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
05772e3c-53e3-4a0e-b97a-07019cc050e5,15026ec5-313e-4620-a78c-dac719e11c37,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Shuffletag - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
05be03e7-8332-477b-bfb7-374fc2d253f0,22f16017-8b65-49af-a1f8-24fccb018649,11250.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Omba - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
06319b62-6c2f-4b44-abfa-9c4ed4589c33,9f718137-b932-4ed0-8779-a94c0bfefd4a,18350.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Fiveclub - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
063de8a4-319c-472c-9b88-22048c75576c,61eba918-0a5f-43b6-a011-c15bee7eba88,11250.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Bluejam - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0699ace5-0a4f-4761-8421-0c656cb44090,a8562229-3867-4965-af5b-acc73800ddef,72395.0,2022-08-01,"#N/A","#N/A",Omitted,false,"#N/A",Kimia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
06bccebd-55bd-42c7-9605-a78e97fc6e78,5cfcfc21-6656-4793-9e92-74acf5217267,100082.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Oloo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
06d6d650-6c46-4d77-9f12-334565273410,be5225aa-0960-4af7-910b-5a8ffa6e6900,20000.0,2020-09-18,"#N/A",More widgets required.  The deal is at 50% because they are still at the sales process stage of evaluating the business/value justification that we submitted.,Pipeline,false,Partner,"salesforce.com - 2,000 Widgets",Meet at Widget Conference,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,Existing Business,"#N/A","#N/A",false,"#N/A"
072d763d-8f63-428b-a386-67efbdfdcb2b,dd6b1107-ca37-41a7-b650-ee5ba3050172,75000.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Gigaclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0769bc0b-0e63-4bf5-bbc2-61f6aac8130f,bbe6cdd0-2c6d-4bfc-b16e-3d34780690a3,32395.00000002,2023-02-27,"#N/A","#N/A",Closed,false,"#N/A",Trunyx - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
07c7ee82-cb81-484b-978e-44f63cd2f9c7,9efa2f84-427c-43d1-abfb-7e79a7a34864,100082.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Dynazzy - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0809915e-78cb-4605-84ca-9c40d5179b23,db09d8c6-6574-4cbf-bb31-4cdd1be2b226,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Eamia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
085d136a-ea0a-4105-bc0f-073efd6fbbf2,2f2fa8b5-0341-424e-a182-849d4459fc6f,32395.00000002,2022-12-30,"#N/A","#N/A",Closed,false,"#N/A",Dynava - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
08734edb-708c-4e1c-8017-7893978d30cb,ac786424-4778-4ecf-8062-414aaf267565,34995.0,2023-05-01,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
08773186-3067-4c13-8504-ed6718d42581,75d98529-2fe8-4a62-97e1-be6eb0a9d2b0,72395.0,2022-02-28,"#N/A","#N/A",Closed,false,"#N/A",Meembee -Complete Starter Package,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
08a88ed9-e031-4f22-b466-1e829a46398b,3423b8b9-6cce-4d18-859d-a8038c282090,32395.00000002,2022-12-30,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
08d4ca45-aabc-4c7e-b4c0-c4e00608a8a4,576dfd9d-49a9-463a-b800-4ac10b2c0d04,43495.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Yamia - SOW 3,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
08d6faba-3890-4f16-b93a-227c104a8406,61c1f731-4cf1-4964-af62-2a623a0575ff,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Jabbersphere - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
09844c4a-bf6b-4443-aaef-e1bf9fa186b7,c44f8f8b-8e16-4ee0-874e-fda9e44896d3,72395.0,2023-03-07,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
09bc75d0-9ea9-4281-b261-0da0a72c8ef8,19635baf-1eb1-4d90-8cac-798e946f5e6f,43495.0,2023-05-01,"#N/A","#N/A",Pipeline,false,"#N/A",Shufflester - SOW 2,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0a0e7eb5-fa21-4c1c-ab02-6e975908fb8b,5d233f7d-f11c-4b27-90ec-1da81c1f4bf7,75000.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Eidelr-Ashpool - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a17a658-a73d-4be6-9673-c6b7433e55a8,c44f8f8b-8e16-4ee0-874e-fda9e44896d3,29995.0,2023-06-22,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
0abd6e7b-8c72-48c9-9df9-b50842610398,bcb08beb-eec4-401d-993d-bb1fae98c3f7,32395.00000002,2023-02-27,"#N/A","#N/A",Closed,false,"#N/A",Zazio - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0b2157c4-930c-44dc-b6f6-ff7a468a0e11,4a5abac7-ba82-4838-801c-1f7dc2e47764,100082.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Feedbug - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0b77640a-10bd-4b54-8344-6d81b4985986,68a32e49-4a1b-4a31-8a89-ce844ae8eae8,100082.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Buzzbean - Upsell,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0b7a1ad2-07bf-4444-9279-5a8b5d4ed085,f7126b0c-dfdb-499c-903e-5db268ede17a,32395.00000002,2023-02-27,"#N/A","#N/A",Closed,false,"#N/A",Fatz - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0c68ce06-be84-4688-b842-4b1979e18b46,8efc09ef-d9ae-4b5f-be17-92fc9e76da0f,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Topicware - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0cb4003e-3a5c-43ad-a382-932e6e5bdb16,9f83b51c-a7a1-4967-ba1c-f264e912308f,100082.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Wikizz - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0d6a4006-6bbd-42e2-b54f-6dbd7c61b777,9b3e88a1-2631-432d-99e3-dfc0c6f088ce,32395.00000002,2022-12-30,"#N/A","#N/A",Closed,false,"#N/A",Skimia - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0db8a4c5-2b08-416f-87ac-13f18bb221de,7e55417e-e231-46ec-906a-aa293c12c6ba,32395.00000002,2023-02-27,"#N/A","#N/A",Closed,false,"#N/A",Meevee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0db9b1d5-203d-43d8-8039-f9f73098a74c,1784e0ad-6c71-45e2-b758-c499a5223e7e,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Tazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0de9baff-8572-4423-af23-1a98d934644c,f225ab45-1f9b-4895-bcf0-51eb3ba3bf46,29995.0,2022-10-17,"#N/A","#N/A",Closed,false,"#N/A",Eazzy - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0e12e574-e210-4939-9d1a-8b1519ae5aad,14482cd9-d769-4511-bf75-988445393e35,18050.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0e1bb09e-fccb-4623-a359-c434413b0326,0f9a7288-25ba-40cb-b266-ded28f99b890,15200.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Quimm - SOW 3,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
0e749011-ea1f-4b4b-98a8-62ab96079226,7f2b2529-0288-4134-9bcb-cd5dc8abfd99,32395.00000002,2023-02-27,"#N/A","#N/A",Closed,false,"#N/A",Browsebug - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0e7a201b-bfef-4e9a-9505-c574e34cd0d5,a0c61fd0-97a7-4187-9c59-bcdf04436979,18050.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Uidoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0e8d89bc-10c2-4616-b2e1-e725ac51a416,eaca7f19-9679-48a4-a905-7897790a19af,72395.0,2023-01-05,"#N/A","#N/A",Pipeline,false,"#N/A",Twiyo - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0e9564a9-1fd8-4ec5-9103-11008fc4d51f,e08d5e0c-1cb0-4b7f-a60b-9834af13dcdb,11550.0,2023-01-13,"#N/A","#N/A",Pipeline,false,"#N/A",Flipbug - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
109ba652-4d18-461a-93c0-3959a278306f,b94c5427-36b2-4f80-bfc2-500faaae6785,75000.0,2023-03-21,"#N/A","#N/A",Pipeline,false,"#N/A",Twimm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
10af8692-2896-4242-97f4-9825180f9e2e,14482cd9-d769-4511-bf75-988445393e35,43695.0,2023-03-16,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - SOW 2,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
10cd4515-38e5-4338-877c-35bacc92c8ed,73368318-a7ec-4785-b896-8da380a8b898,32395.00000002,2022-12-30,"#N/A","#N/A",Closed,false,"#N/A",Edgeclub - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1173f2d2-5fba-4324-b38f-c320079510da,f225ab45-1f9b-4895-bcf0-51eb3ba3bf46,100082.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Eazzy - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
11a86fc8-d8a3-4935-b3ac-960efe8b13df,b6f628ef-1fe3-4ffb-9efc-bda9bd7abd5d,34350.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Topicstorm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
11dfcd0c-d19d-487c-b7fd-f052a8f128d0,7e39942d-a0bb-4a25-8a35-877e96f63359,18350.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Voonix - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
132896f5-5868-42ee-9ad8-91ca6921f7cb,6a6c4f9d-c7d7-4c30-b46d-0a083de6c45c,74395.0,2023-03-07,"#N/A","#N/A",Pipeline,false,"#N/A",Kwimbee - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
139e6291-0002-42db-9c50-f99363181752,008428e9-78d7-4438-b0b6-03d777daaa35,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Wordtune - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
147f005b-9446-49f1-a1fb-a3913e7aa27e,9a38a4cb-1593-4203-8711-6d2312f18a82,32395.00000002,2022-12-30,"#N/A","#N/A",Closed,false,"#N/A",Zoonoodle - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
14e9e637-8b42-4f3a-a2c8-b93e148e23e8,481c2b85-8eb0-461f-91a4-4ae96ef225be,32395.00000002,2023-02-27,"#N/A","#N/A",Closed,false,"#N/A",Divavu - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
15d6ee04-65c2-48b2-8c01-66f17b36cd43,78c0139a-f517-49b9-827e-1176312905f6,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Yakidoo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
15e644d7-1b1e-4412-b80f-357900847872,c248a3d7-d703-4789-bd58-3cce798c7bf7,18050.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Topicblabh-Sto Associates - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
162bedcd-3de9-47ea-a114-8e74279fe004,8eebf68d-e884-43c2-a1f0-fd6dba421b19,32395.00000002,2023-02-27,"#N/A","#N/A",Closed,false,"#N/A",Lazzy - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
163b7723-07ee-46ae-8de0-3cbf039bf1a4,e676abd1-3152-40b7-b60b-79b94e912145,100082.0,2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Layo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
16b36fc4-ac42-4d82-a062-816bde4b3d45,9b3e88a1-2631-432d-99e3-dfc0c6f088ce,18350.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Skimia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
16be60dd-9679-43ec-9ed0-5df17ef93e16,c0e437e1-9f81-48c3-97d2-e76ffcac7481,18050.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Tagtune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
16dce601-b818-4617-9d13-66d0f16d11bd,ae405f7c-839f-41cd-bff2-5344e162db6b,18050.0,2023-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Quinu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
17f6efd8-2c3d-4a21-b1c1-70c2e2ee4e25,ac786424-4778-4ecf-8062-414aaf267565,34995.0,2023-02-17,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Additional Sale,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
1829f2fb-2050-438a-96f1-5a6887f29338,55a8d9f9-958a-447f-9b5d-f6c7c51ef913,73995.0,2023-03-07,"#N/A","#N/A",Pipeline,false,"#N/A",Trudoo - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
182fd789-c56a-4bd2-a936-3913be9bb1fc,bddbb6df-6ce2-43e5-902a-a661f778cb5d,34995.0,2022-11-06,"#N/A","#N/A",Pipeline,false,"#N/A",DabZ - Additional Sale,"#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1968fa18-09ad-4bbd-abeb-7209f7ac9dfb,29c75b69-8325-4165-892f-118f1be09b52,20000.0,2020-11-19,"#N/A",The deal is at 10% because they are at the sales process stage of evaluating just being converted from a lead.  No formal sales engagement has taken place yet.,Pipeline,false,Word of mouth,Acme - 200 Widgets,Need estimate,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,Existing Business,"#N/A","#N/A",false,"#N/A"
19c33a5c-91c7-47eb-9d19-ce5d7e428623,2ef1a23d-2f43-42e6-8df6-845f3016dde2,29995.0,2022-09-01,70e3e958-0ce0-42d1-ad9c-e49d94db2533,Some people like putting there notes into these long description fields to describe the deal. This can be unruly in a grid and out-of-box Salesforce doesn't even allow Long Notes fields to be displayed in a grid.,Closed,false,"#N/A",Skyvu - Additional Sale,Call to check on Quote,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
19ceb6bd-005d-4f69-9d90-220358a00b14,73368318-a7ec-4785-b896-8da380a8b898,34995.0,2023-04-02,"#N/A","#N/A",Pipeline,false,"#N/A",Edgeclub - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
19e0e0db-4382-46cd-b7f0-e4b28a8cadb1,82e6f706-c6e5-42b0-bf9b-5eee70bdfdb9,72395.0,2021-02-27,"#N/A","#N/A",Closed,false,"#N/A",Livefish - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
19f3e61f-593e-497b-ba75-896967478540,53e6a9b1-bb4a-49c2-aed0-3a842189251c,72395.0,2022-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Thoughtmix - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
