"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
01900bba-d908-450f-83a2-414a29112aba,"#N/A",d10ff632-686b-4eae-9d91-93007836e69d,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
01a3a7a4-33df-4ed3-939b-8221ae065470,"#N/A",a98f8c7a-9b5b-4b78-a581-275758d1c7c6,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
01ad9158-4d2b-45c3-b3b0-bfae765bd5e8,"#N/A",d69dfc66-f007-4786-94ca-1cb27db5dfae,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
01b88065-acee-4413-a38f-c7fc7fed6f7e,"#N/A",e96788fa-1047-4886-81a8-196fe5932836,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
01d00743-de3a-46f8-856f-4e1ef32320cd,"#N/A",7f709b8e-9627-4cd8-9541-21f9a921b47c,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
01d49f48-e6aa-45df-a66d-ac20124af37c,"#N/A",6bed3dc1-535e-4806-9b9b-8f692713d7a7,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
01ebe757-8b80-4f7f-b26b-a3376a11e354,"#N/A",c56cc702-186f-47c5-b43e-688ab0e23bfd,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
01fc027f-f8a5-4dba-8cff-be1e42b24e49,"#N/A",567ea6aa-c0e3-48f3-9a95-52b5653a101b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
01fd2c95-285c-4e4c-a963-82caa2351ec5,"#N/A",5b70e647-2094-4f03-99fc-fb58f5502e42,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
020a4b49-4eab-431f-be8f-06fd4c2bf123,"#N/A",9790e3c7-7e6a-4ae6-a805-86c643e3f9d5,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0222112e-a2de-460f-a20c-866ab9671844,"#N/A",44468333-cc92-4cf7-a7b9-2d68df9b1cb3,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0234f5b8-26b0-41c3-9600-f6314950357c,"#N/A",cbd233fa-a121-4a97-aa7f-0aa09743a866,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
023f8ab4-1c9c-4f6a-bae2-4f07fa56f810,"#N/A",58e3858b-afdb-4d27-a46b-437d86bb9946,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
024523b6-e67f-4096-820d-28289b3dee1e,"#N/A",8ea880c9-c044-4c43-adde-aee87699ee88,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
024a7637-eeae-47de-886e-f5a2712b6014,"#N/A",c130def9-3a3d-43db-b71f-2cf9c6fb45b3,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0258bb3f-ce3c-4725-8a64-ba1ad358bd60,"#N/A",14e9e637-8b42-4f3a-a2c8-b93e148e23e8,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
0263f91b-a6bd-4175-ab35-75fb128a5c3a,"#N/A",bf5da0d6-800d-423f-9805-07297a73dd59,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
02667057-674a-4f75-a9e7-cc348a7d19ad,"#N/A",b3027b78-bb1e-4249-9887-676614340c9d,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
02737dc1-110d-47e4-a0d6-cbc677dae3f8,"#N/A",adcf808a-d2b5-41dc-a8be-8e4edf48971a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
02775877-0272-4521-a5d6-e9ef2a929475,"#N/A",de5feb72-d1f8-43cf-8002-c22bc661eb82,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02799d56-3e73-4f27-ae73-ea9c7fb8cce6,"#N/A",4186a593-4012-437f-bbe6-fc757b7d6ff3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02bb2819-b06b-4fd7-9688-5385a6b3a6e3,"#N/A",938d78aa-4cf5-4442-8c79-9a03f7cdc946,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
02bd18c0-5a19-482f-af10-8ce9e9ad28a1,"#N/A",1a5a9a8c-a7df-4b23-98de-4da73add5060,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
02ca42d9-a9ec-4f71-b435-400e6d84df17,"#N/A",3a1053b9-9cea-449f-95f3-8510c8b7f9d1,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
02e72e88-a8a2-4eb2-b04b-182cb8226324,"#N/A",0152b4d5-13fc-4d78-be75-26deeb8a8eba,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
02ff9e41-1d54-4b32-a2ec-40bf881c66ab,"#N/A",a5341204-6d31-4220-ab34-9fb3f779fc1c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
03002eee-befc-4336-9a88-dd52dffff3c1,"#N/A",9f07333e-e7fb-4133-b37f-9a4f67289fc9,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
032bb7cd-12b6-4a47-8ef1-ee7131e48570,"#N/A",73258c78-a084-434b-8e90-4797cf3ba942,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
032d8896-5626-4f20-ab6d-a522060c6597,"#N/A",09844c4a-bf6b-4443-aaef-e1bf9fa186b7,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03492dc7-6fb6-46e5-8a44-f84ada8d80e1,"#N/A",a502f293-34fc-4077-9698-73b54353067f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
035b9dd3-e028-401e-9fdd-28f12cfb02fc,"#N/A",54d336d0-8e3d-44a3-90ed-13c2e8c78cc8,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0374ba86-48ec-4873-9a31-3c473f172f31,"#N/A",a474d76b-4a44-4ff4-b0da-ddad00c4732d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
037b92f8-ad66-4601-bb8f-a2657bdfe754,"#N/A",342a423e-39a3-46bc-a2f4-2d7f7ddb377c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
039e5943-f56d-428d-8d27-ef7ad8401cb7,"#N/A",4b688989-4c37-479c-9cd6-ebe5a4e6dbca,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03aa93ee-a57d-426f-949b-a956b49623b5,"#N/A",a11a55b8-37aa-413c-bfc1-09ae118a3574,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
03bbb5fa-6cfe-4286-abe4-38b415e66a21,"#N/A",03a75cdf-60d4-4b8a-acaa-11f0a7a1342d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03c1a3bb-5157-4fdb-81d4-3a1b96b60e10,"#N/A",b0d2f286-4aae-45c5-abd7-c2c4e957801e,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03dfca59-7852-4da5-a5ae-b3fe0d129647,"#N/A",1e6dcb96-165d-4ed3-a95a-be4f7c502841,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
03e1c659-a1f3-45ea-bb3d-36f6f5073903,"#N/A",2ae918b7-95c3-486c-aa9c-adcf05c900f3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03e954db-0de2-4eac-a414-648b1d71cd49,"#N/A",7918b504-0889-4ebb-aa4c-5ccb60195e73,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03ec7846-31bc-4404-ab7e-6908dd748f4c,"#N/A",3b3b2f89-86d1-4b7f-97a2-485c43ae7ab2,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
04161518-e936-4148-a060-e91a75d59bd2,"#N/A",cab4520d-4d06-46c5-b004-4084d0102c04,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
042a05c4-764c-458b-9042-3c009314857c,"#N/A",1c66160a-7bfd-40c2-bacb-b582faef9f80,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0431ad84-0c01-4034-8be5-8df4179b2978,"#N/A",970e1c60-5302-4b44-9bb9-f6dca23d3a34,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0432bdb6-a2f6-473c-83f4-99d6d977d91c,"#N/A",01ab461d-9164-4f3d-8fb7-4d37106908f5,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0432daec-95aa-4a34-99a1-1dc8dc6dde6a,"#N/A",19f3e61f-593e-497b-ba75-896967478540,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
04390fb7-a6f6-4396-a5db-3975c45402d1,"#N/A",0db9b1d5-203d-43d8-8039-f9f73098a74c,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
044786f7-42f9-40e4-8eb9-d14c679589d5,"#N/A",4e9ee33f-64e0-43ab-a5e5-9ad0d01b05b8,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
044892d9-60bf-4791-93d0-675deca8acc8,"#N/A",51bbfea8-1e1e-44d1-9405-0f3725dbba24,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0459465f-6202-4b07-a202-6662a6a9932d,"#N/A",15e644d7-1b1e-4412-b80f-357900847872,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
045ba300-79fd-4f85-ac8b-ac0540dfc295,"#N/A",74cc239b-75f4-41b5-9c5c-cf0ea5624598,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
045d1d50-713b-495c-aebd-2416592d16af,"#N/A",872cb2ee-f5ea-4aec-8fec-4bd2cb942a16,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
047dfdba-60d3-4a8c-bb84-145c2ab2c8c3,"#N/A",96e49c58-444e-400e-b2af-c47348728083,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
04952cfe-b3b8-4662-9df7-cf1e4bab5360,"#N/A",5dba02e8-d90b-45f9-a003-d5c0c201911e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
04991fb4-2081-4ec6-a865-529a94876344,"#N/A",cb104ebc-b77f-4279-9796-36402f98e864,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
049b2b2d-1112-4b74-a1e2-9316996292f5,"#N/A",872a0f29-22df-42ad-a687-375c23b92522,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
04a192d8-b0ba-479a-b43e-89cc25f658c7,"#N/A",3b3b2f89-86d1-4b7f-97a2-485c43ae7ab2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
04a5d1cb-7a72-40e4-af0c-8622c8da2a8d,"#N/A",cbd233fa-a121-4a97-aa7f-0aa09743a866,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
04c26755-db45-4a08-a79f-f6bb09fae499,"#N/A",a293bf28-ce03-465c-8fd0-d91e19de9248,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
04dd3532-169b-4123-b0e4-52364525ef6e,"#N/A",de5feb72-d1f8-43cf-8002-c22bc661eb82,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
04ea4d69-29ae-4027-a9ee-b1a7829761e5,"#N/A",d02cfbcd-6061-41be-97bf-3ce0b96a9e1d,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04f7cfb0-3eb3-4ed7-b4dd-82f5da520189,"#N/A",b544399b-5e29-48df-99f2-2aaaa7a79f9b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
05008a6f-37dd-472d-9248-3e188898a1df,"#N/A",a502f293-34fc-4077-9698-73b54353067f,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05096fce-3d8f-4e39-8289-802ebf1dede9,"#N/A",1ea6a27e-f00d-4c04-93a2-b29fd4a2e5c1,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
050f53b8-506e-4717-a5b6-c93952f16976,"#N/A",e80a24a1-1b52-4d3b-aba5-6dc639e8e789,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
050fdb58-68c1-4b58-aab9-05586cf69cd6,"#N/A",6c6ef4f8-1a96-42df-9683-0e41d8b18817,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0527d7da-213b-4c3d-8fa2-40bf98dedcd0,"#N/A",1d057965-f928-469b-8646-d404f2c6a826,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
053ef252-3e16-4d6b-a267-9bbdf027f0cc,"#N/A",51bbfea8-1e1e-44d1-9405-0f3725dbba24,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
054c39ad-efff-42e6-9ef5-29bc7369beb3,"#N/A",227c2737-9119-46a1-89fd-ff7bed3341b3,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
056a6736-6113-4fd2-a0d2-5f760d410f9d,"#N/A",1829f2fb-2050-438a-96f1-5a6887f29338,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0572cffc-6094-4fdc-8cf8-7a1c80c8e100,"#N/A",08773186-3067-4c13-8504-ed6718d42581,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05874893-8661-4622-8352-4aab27fad4a6,"#N/A",439e84d7-a76d-4e37-b246-830bbe5f331f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0598caca-971b-4c66-a3bf-5727e85a4ca1,"#N/A",a01ee237-f5bd-4108-bdf6-627c565e4899,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
059959ac-5010-4b9f-9657-aebbf10d462e,"#N/A",5d8a9202-193f-4e92-a6f6-e5eb5fd83dea,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
05a27c59-7d8a-4349-8716-d99a386479e7,"#N/A",7f13d612-752e-4cb6-aeb8-b65f3796ddbb,100.0,"#N/A","#N/A","#N/A","#N/A","#N/A",30000.0,300.0,"#N/A"
05a293ac-39a6-48fb-ba77-76c6d10d289f,"#N/A",cfb8dbb1-f351-4723-a177-8dc83c858dfa,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
05be32e2-e8d3-4e71-a2e8-8b8c52fd1a65,"#N/A",8e642659-af52-45b1-b64a-210bbb04d989,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
05c445ab-9f47-438d-a9b2-2acd3f57ee09,"#N/A",727be59f-a196-448f-9a2e-616de41f3a17,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05c9180e-e7f1-49b1-86c5-a5fec0ebb649,"#N/A",e84cedc4-4b03-4c8d-9de6-838ef153d153,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
05cf122c-3887-4bdf-9672-41c2ef76c655,"#N/A",55b60f5e-0cb0-496c-9b5f-8928fc3cd5e8,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
05d256f4-eea6-4cb8-945a-b03179f3aabb,"#N/A",6224761a-fda1-4deb-9261-c1cd4d70f075,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05e62e8d-5cb1-4e5c-8ca1-49a0c4db38fb,"#N/A",3b3db913-68a8-457e-b4af-b0705e621f3d,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
05f1e32c-8e22-4662-b615-fba45b04b80a,"#N/A",bd64ae50-5ace-4898-b839-aca1b84db54d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0600ac77-c72e-44c3-a4b6-e55371428c47,"#N/A",8324a3bc-6d7b-46eb-8685-a68370623d31,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0620be74-2eb4-40a4-b156-3168cb7f133c,"#N/A",16b36fc4-ac42-4d82-a062-816bde4b3d45,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
06342d88-c0e3-4e2b-b696-b920c87548a9,"#N/A",fadf71e6-296f-4b48-8604-0225e7664269,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0695a74d-a27c-4359-a977-d282f9beaa7c,"#N/A",fd8565bb-504b-4414-8d7c-94c263697acc,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
069e7ac3-57f8-436b-aa83-2ec49cc9f238,"#N/A",0d6a4006-6bbd-42e2-b54f-6dbd7c61b777,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
06d83793-f200-42ac-a1e7-de0cbdb4fdb0,"#N/A",99691db8-f493-4055-ac75-0d5b09c605ab,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",11000.0,1100.0,"#N/A"
06ea641c-7b54-47e6-b2ae-f77c1ff2c7eb,"#N/A",730b8e42-5252-457b-866b-15061e00c1f2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
06fcc33c-82b0-4288-aaf4-2e7398f0207a,"#N/A",8d1ae3bb-27a1-4c9f-829d-fe556adfb009,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
06ffc710-ff91-4e8e-a670-192bf58f4a48,"#N/A",fc69019f-25d2-4145-bfe0-851f89c02094,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
07074479-42c2-4dc0-ab08-0f6e047fa81d,"#N/A",85f6ff51-52b0-49eb-b3ef-42076afd8f68,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
07114749-2bff-4db2-a86a-a4ba5250b018,"#N/A",0b77640a-10bd-4b54-8344-6d81b4985986,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0723a611-f0bc-46dc-89fe-b40bfd276e93,"#N/A",889a04fa-6369-46d8-8c3a-e1f63ea1c83b,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
07420970-92c7-4424-a4db-ea185afd5dc9,"#N/A",1a1c72bf-d321-469c-b5fd-786ecc93faae,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
076dbd9c-ef4f-45f0-b434-38f74e1ecf15,"#N/A",5f8297c4-66c2-4e80-b1b3-c23ddae805ab,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
076f4b3e-b615-4f9b-951e-57f23980cd84,"#N/A",da2e5b28-b316-40ae-9066-908fee783e4c,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
077118ba-39a8-4864-b44a-86906a1ce186,"#N/A",4bcce88c-0c28-43e9-925e-77b7c47a8760,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
077dc7fb-3c4b-4e20-84cd-d70b56fba8e7,"#N/A",31cf9d51-627e-4f8c-a93e-995249df2f84,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
078a038b-7f42-4e27-b63f-ed4aadbb49bf,"#N/A",41042c07-232c-4d93-8438-47728fb2624b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
079e93c4-e3d6-4b9f-8e5c-ac4654507b18,"#N/A",26820c72-efe3-4dc5-85e0-bc46657f7a66,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
079fb047-0754-4219-b762-79a15c5210d1,"#N/A",7d2455cf-82ee-4865-a99e-6a5c9ff866e5,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
